Is Duplicate Row?,Table Names,Item_Outlet_Sales,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
Duplicate,Store_Train_Forecast_Class.csv,868.869,FDL40,17.7,Low Fat,0.01161096,Frozen Foods,95.041,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2269.0464,FDN57,18.25,Low Fat,0.054234197,Snack Foods,142.0154,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3881.614,FDA52,16.2,Regular,0.128315409,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3881.614,FDV31,9.8,Low Fat,0,Fruits and Vegetables,175.237,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1288.9888,NCP50,17.35,Low Fat,0.020559846,Others,78.7618,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1288.9888,DRJ01,6.135,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1288.9888,DRJ01,6.135,Low Fat,0.115032406,Soft Drinks,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1288.9888,NCU05,11.8,Low Fat,0.058827557,Health and Hygiene,80.8618,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,826.9236,FDW16,17.35,Regular,0.041474232,Frozen Foods,93.0804,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,826.9236,DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3629.9416,FDW02,4.805,Regular,0.037852995,Dairy,126.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1528.011,FDZ25,15.7,Regular,0.027729547,Canned,169.379,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1528.011,FDD38,16.75,Regular,0.008184912,Canned,101.2674,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1629.8784,FDH04,6.115,Regular,0.011419301,Frozen Foods,91.0488,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1629.8784,NCX06,17.6,Low Fat,0.015750947,Household,182.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1629.8784,FDJ27,17.7,Regular,0.122372504,Meat,101.5674,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1629.8784,FDD38,16.75,Regular,0.008191729,Canned,103.5674,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2708.4744,NCQ05,11.395,Low Fat,0.021602001,Health and Hygiene,149.1708,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2708.4744,NCQ05,11.395,Low Fat,0.021639678,Health and Hygiene,150.1708,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3403.5696,FDR55,12.15,Regular,0.132083542,Fruits and Vegetables,189.5872,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3793.7284,FDZ38,17.6,Low Fat,0.00799436,Dairy,171.6422,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5238.5144,FDD23,9.5,Regular,0.048761223,Starchy Foods,186.5898,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,450.0808,NCE31,7.67,Low Fat,0.184689756,Household,35.4216,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4364.319,NCG07,12.3,Low Fat,0.052502049,Household,190.853,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4364.319,NCU06,17.6,Low Fat,0.074345142,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4809.7392,FDO03,10.395,Regular,0.037033223,Meat,227.9352,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,4809.7392,FDR34,17,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,442.0912,FDP49,9,Regular,0.069031467,Breakfast,55.0614,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1448.115,FDH32,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1448.115,FDH20,16.1,Regular,0.025050746,Fruits and Vegetables,97.141,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3113.2808,FDB57,20.25,Regular,0.018789455,Fruits and Vegetables,222.0772,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3113.2808,FDW26,11.8,Regular,0.106968096,Dairy,221.6772,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4293.0784,NCK18,9.6,Low Fat,0,Household,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,326.242,FDE23,17.6,Regular,0,Starchy Foods,46.006,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2769.728,FDA31,7.1,Low Fat,0.109990885,Fruits and Vegetables,172.908,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2769.728,FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5355.0294,FDT37,14.15,Low Fat,0.035240817,Canned,255.5014,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1890.2062,FDR08,18.7,Low Fat,0.03761584,Fruits and Vegetables,109.1886,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1890.2062,FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3094.6384,FDO48,15,Regular,0.02681843,Baking Goods,219.7456,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3094.6384,NCW42,18.2,Low Fat,0.058707159,Household,220.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,3094.6384,FDA16,6.695,Low Fat,0,Frozen Foods,219.4456,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1608.5728,NCN17,11,Low Fat,0.054939029,Health and Hygiene,101.4358,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,980.0576,FDY52,6.365,Low Fat,0.007342171,Frozen Foods,59.9536,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,980.0576,NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,980.0576,DRY23,9.395,Regular,0.109265987,Soft Drinks,42.3112,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,980.0576,NCK05,20.1,Low Fat,0.077439606,Health and Hygiene,60.6536,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1323.6104,DRE37,13.5,Low Fat,0.094219593,Soft Drinks,189.9872,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1323.6104,DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1323.6104,FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,399.48,FDN49,17.25,Regular,0.125419157,Breakfast,40.048,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,846.8976,FDI14,14.1,Low Fat,0.090043082,Canned,140.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3115.944,FDC39,7.405,Low Fat,0.159843921,Dairy,206.6296,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,984.7182,FDU25,12.35,Low Fat,0.026722744,Canned,59.2246,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5690.5926,DRI01,7.97,Low Fat,0,Soft Drinks,172.0422,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,5800.4496,FDU12,15.5,Regular,0.07575107,Baking Goods,262.8568,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2567.3248,FDS58,9.285,Regular,0.021039273,Snack Foods,160.0578,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,171.7764,FDN25,7.895,Regular,0.061124626,Breakfast,58.5588,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,335.5632,FDX04,19.6,Regular,0.041563696,Frozen Foods,47.6376,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,335.5632,FDT51,11.65,Regular,0.010963269,Meat,110.9544,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1549.3166,NCJ06,20.1,Low Fat,0.034623782,Household,118.9782,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1549.3166,FDU26,16.7,Regular,0.042792568,Dairy,118.6782,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2030.69,FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1488.063,NCK53,11.6,Low Fat,0.037581243,Health and Hygiene,98.9042,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1488.063,DRD27,18.75,Low Fat,0.023820082,Dairy,97.6042,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1488.063,FDK15,10.8,Low Fat,0.098395216,Meat,100.8042,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1488.063,FDZ47,20.7,Regular,0.079419755,Baking Goods,99.8042,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1488.063,FDK15,10.8,Low Fat,0.098566832,Meat,98.3042,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2702.4822,NCH18,9.3,Low Fat,0.044843161,Household,246.1802,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2702.4822,FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4460.1942,FDP09,19.75,Low Fat,0.033942546,Snack Foods,213.5902,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4460.1942,NCE30,16,Low Fat,0.09911729,Household,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1549.9824,FDP08,20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1549.9824,FDH10,21,Low Fat,0.049381666,Snack Foods,193.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1549.9824,NCS30,5.945,Low Fat,0.093170838,Household,127.3652,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1549.9824,FDH10,21,Low Fat,0.049263979,Snack Foods,195.0478,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2041.3428,FDA03,18.5,Regular,0,Dairy,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2311.6576,FDU23,12.15,Low Fat,0.021811987,Breads,163.6184,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2311.6576,NCD54,21.1,Low Fat,0.029003459,Household,143.4786,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2311.6576,FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,587.2356,FDV08,7.35,Low Fat,0.028571132,Fruits and Vegetables,40.8454,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,587.2356,FDR36,6.715,Regular,0.121485195,Baking Goods,40.2454,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2707.1428,FDS39,6.895,Low Fat,0.022441883,Meat,143.8812,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,6371.706,FDG45,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1923.4962,FDJ26,15.3,Regular,0.08511049,Canned,215.7218,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1923.4962,FDJ26,15.3,Regular,0.084765192,Canned,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1948.1308,NCL53,7.5,Low Fat,0.036204764,Health and Hygiene,176.1028,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1948.1308,FDY48,14,Low Fat,0.023831558,Baking Goods,103.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1948.1308,FDP44,16.5,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2636.568,FDD35,12.15,Low Fat,0,Starchy Foods,119.244,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5890.9984,FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,5890.9984,FDC17,12.15,Low Fat,0.015460726,Frozen Foods,211.8928,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3134.5864,NCL17,7.39,Low Fat,0.067779712,Health and Hygiene,143.8812,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1109.2228,NCS53,14.5,Low Fat,0.089703476,Health and Hygiene,158.3604,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2350.9398,FDF22,6.865,Low Fat,0.057062186,Snack Foods,212.0218,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,231.6984,FDR60,14.3,Low Fat,0.130390458,Baking Goods,77.2328,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2651.2156,FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3338.3212,DRF13,12.1,Low Fat,0,Soft Drinks,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3338.3212,FDN23,6.575,Regular,0.07549348,Breads,143.5444,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1268.349,FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2644.5576,FDZ49,11,Regular,0.133352623,Canned,219.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3848.324,DRE60,9.395,Low Fat,0.159304333,Soft Drinks,226.172,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3848.324,FDX20,7.365,Low Fat,0.042733625,Fruits and Vegetables,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,3848.324,NCA41,16.75,Low Fat,0.032580547,Health and Hygiene,192.1162,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3848.324,FDD40,20.25,Regular,0.014816356,Dairy,194.1162,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3848.324,FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,902.8248,FDX14,13.1,Low Fat,0.07494003,Dairy,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1609.9044,DRZ11,8.85,Regular,0.112571187,Soft Drinks,122.0388,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1609.9044,DRQ35,9.3,Low Fat,0.042256257,Hard Drinks,124.4388,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1609.9044,DRZ11,8.85,Regular,0.113123893,Soft Drinks,122.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2942.836,FDT19,7.59,Regular,0.14492016,Fruits and Vegetables,174.708,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2942.836,NCH30,17.1,Low Fat,0.067141355,Household,114.586,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1624.552,DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1398.8458,FDV20,20.2,Regular,0.060045008,Fruits and Vegetables,128.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1398.8458,NCM54,17.7,Low Fat,0.05089667,Household,125.5678,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1398.8458,FDP32,6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,6199.9296,FDF04,17.5,Low Fat,0.013637046,Frozen Foods,258.5304,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,6199.9296,FDF04,17.5,Low Fat,0.013658248,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2388.8904,FDY39,5.305,Regular,0.047220268,Meat,181.9608,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2388.8904,FDR01,5.405,Regular,0.053576661,Canned,200.5742,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2388.8904,FDR01,5.405,Regular,0.053839714,Canned,198.6742,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2388.8904,FDB12,11.15,Regular,0.105287746,Baking Goods,103.2648,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2388.8904,NCS41,12.85,Low Fat,0.053527105,Health and Hygiene,185.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1689.8004,FDG09,20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2780.3808,FDH56,9.8,Regular,0.063916425,Fruits and Vegetables,117.1492,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,237.6906,FDX59,10.195,Low Fat,0.051871718,Breads,35.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,922.7988,FDI48,11.85,Regular,0.055672032,Baking Goods,50.5666,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,922.7988,NCD55,14,Low Fat,0.024369007,Household,40.2454,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,922.7988,FDC09,15.5,Regular,0.026280116,Fruits and Vegetables,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1938.8096,DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1938.8096,FDB53,13.35,Low Fat,0.139669224,Frozen Foods,147.6392,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1938.8096,FDZ43,11,Regular,0.057290978,Fruits and Vegetables,242.7512,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3551.3772,NCZ06,19.6,Low Fat,0.094308058,Household,251.8698,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2085.2856,NCR17,9.8,Low Fat,0.024363026,Health and Hygiene,114.0492,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2085.2856,FDK44,16.6,Low Fat,0,Fruits and Vegetables,173.3738,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2085.2856,DRH01,17.5,Low Fat,0.097904029,Soft Drinks,174.8738,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5145.3024,FDL08,10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1282.3308,DRL49,13.15,Low Fat,0.056429024,Soft Drinks,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1282.3308,FDM10,18.25,Low Fat,0.07595723,Snack Foods,214.1218,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1885.5456,FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,6024.1584,FDH05,14.35,Regular,0.090896452,Frozen Foods,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2858.2794,FDS45,5.175,Regular,0.029490377,Snack Foods,107.6622,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5005.4844,FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,642.497,FDA19,7.52,Low Fat,0.055213208,Fruits and Vegetables,129.5994,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,642.497,FDZ57,10,Regular,0.037764307,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,771.6622,DRK49,14.15,Low Fat,0.03593692,Soft Drinks,41.0138,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1235.059,NCF55,6.675,Low Fat,0.021666335,Household,33.3874,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1235.059,FDN01,8.895,Low Fat,0,Breakfast,178.437,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1235.059,FDW39,6.69,Regular,0.036903419,Meat,175.137,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1235.059,FDB02,9.695,Regular,0.029158763,Canned,174.537,OUT035,2004,Small,Tier 2,Supermarket Type1
